ticker,rv_current,rv_percentile,rv_52w_min,rv_52w_max,rv_20,rv_60,rv_term_structure,atr_pct,atr_pct_percentile,expansion_ratio,expansion_tier,adv_30d,adv_90d,close_price,last_date,cv_30,range_rel_20,volume_spike_180,is_compressed,is_deal_pending,is_straddle_candidate,rank_rv_pct,rank_atr_pct,rank_term_structure,borda_score,borda_rank,name,type,market_cap,next_earnings_date,days_to_earnings
CUZ,33.35,80.03,18.86,34.17,25.84,27.56,0.938,2.282,0.0,1.02,INSUFFICIENT,2085473,2199934,26.79,2026-05-26,0.04003,0.02339,3.8,False,False,False,,,,,,Cousins Properties Incorporated,Common Stock,4408705536.0,2026-07-30,64.0
RUN,101.64,80.29,70.56,167.41,69.5,68.78,1.011,7.138,41.27,1.65,INSUFFICIENT,8891485,9530732,14.65,2026-05-26,0.06925,0.06429,7.16,False,False,False,,,,,,Sunrun Inc,Common Stock,3546034944.0,2026-08-05,70.0
ASML,46.8,80.56,30.93,48.23,54.27,50.86,1.067,4.315,94.44,1.03,INSUFFICIENT,1794190,1811731,1632.03,2026-05-26,0.04928,0.03234,3.15,False,False,False,,,,,,ASML Holding NV ADR,Common Stock,629348499456.0,2026-07-15,49.0
FRPT,51.8,80.56,34.16,66.91,59.52,55.65,1.069,6.306,90.08,1.29,INSUFFICIENT,1604787,1612232,51.0,2026-05-26,0.13889,0.05504,3.82,False,False,False,,,,,,Freshpet Inc,Common Stock,2534785280.0,2026-08-03,68.0
UBS,30.77,80.69,19.59,39.36,26.38,30.53,0.864,2.17,1.19,1.28,INSUFFICIENT,2416380,2646083,47.78,2026-05-26,0.04617,0.0172,3.07,False,False,False,,,,,,UBS Group AG,Common Stock,156613525504.0,2026-07-29,63.0
UPS,32.66,80.69,24.54,41.7,48.68,35.4,1.375,2.685,0.0,1.28,INSUFFICIENT,5916174,6345807,101.97,2026-05-26,0.03756,0.02603,5.98,False,False,False,,,,,,United Parcel Service Inc,Common Stock,86675136512.0,2026-07-28,62.0
SOC,103.9,80.69,87.19,189.51,70.76,104.01,0.68,7.7,28.17,1.82,INSUFFICIENT,2992678,5395440,13.75,2026-05-26,0.05436,0.06952,9.1,False,False,False,,,,,,Sable Offshore Corp.,Common Stock,2122489984.0,2026-08-10,75.0
IOT,64.17,80.82,39.67,65.06,46.46,63.6,0.73,5.222,67.86,1.01,INSUFFICIENT,5302500,7417306,31.16,2026-05-26,0.04115,0.04871,5.99,False,False,False,,,,,,Samsara Inc,Common Stock,18157246464.0,2026-06-04,8.0
PSX,32.89,80.82,23.11,49.58,39.29,35.88,1.095,3.496,25.4,1.51,INSUFFICIENT,2517124,2929070,173.88,2026-05-26,0.04909,0.03302,3.79,False,False,False,,,,,,Phillips 66,Common Stock,69714583552.0,2026-07-24,58.0
HWM,36.84,80.82,23.88,44.77,40.54,37.9,1.07,3.675,96.83,1.22,INSUFFICIENT,2363132,2531487,261.89,2026-05-26,0.04594,0.02834,2.61,False,False,False,,,,,,Howmet Aerospace Inc,Common Stock,102647570432.0,2026-08-06,71.0
MFG,37.4,80.82,24.98,45.24,32.6,37.66,0.865,2.503,26.19,1.21,INSUFFICIENT,3582642,4640085,9.24,2026-05-26,0.03658,0.0167,5.01,False,False,False,,,,,,Mizuho Financial Group Inc.,Common Stock,113635180544.0,,
ATI,44.97,80.95,31.25,64.32,49.23,51.42,0.957,4.431,81.35,1.43,INSUFFICIENT,1795158,2020117,168.76,2026-05-26,0.03449,0.0438,3.42,False,False,False,,,,,,Allegheny Technologies Incorporated,Common Stock,23030749184.0,2026-07-28,62.0
HOOD,72.59,80.95,52.94,92.55,68.45,65.77,1.041,5.217,36.9,1.27,INSUFFICIENT,29993692,30159265,74.09,2026-05-26,0.06973,0.04377,7.77,False,False,False,,,,,,Robinhood Markets Inc,Common Stock,66313195520.0,2026-07-29,63.0
DASH,48.41,81.08,29.21,55.25,48.24,46.78,1.031,5.544,88.49,1.14,INSUFFICIENT,4923371,5022214,154.0,2026-05-26,0.06314,0.04765,4.45,False,False,False,,,,,,"DoorDash, Inc. Class A Common Stock",Common Stock,69823922176.0,2026-08-10,75.0
MTDR,44.36,81.08,35.09,63.43,51.76,46.83,1.105,4.526,56.35,1.43,INSUFFICIENT,1694567,1853838,53.78,2026-05-26,0.04603,0.03511,4.6,False,False,False,,,,,,Matador Resources Company,Common Stock,6839736832.0,2026-07-28,62.0
RIG,59.74,81.08,46.5,81.3,63.19,54.71,1.155,5.522,78.57,1.36,INSUFFICIENT,35657435,42630302,6.48,2026-05-26,0.069,0.04974,5.48,False,False,False,,,,,,Transocean Ltd,Common Stock,7234539008.0,2026-08-03,68.0
BRKR,52.21,81.22,43.28,62.91,57.46,50.93,1.128,4.31,32.14,1.2,INSUFFICIENT,2265955,2264867,46.92,2026-05-26,0.08571,0.04417,3.08,False,False,False,,,,,,Bruker Corporation,Common Stock,7142426624.0,2026-08-04,69.0
DHT,39.43,81.22,25.75,41.61,30.63,40.81,0.75,5.294,0.0,1.06,INSUFFICIENT,3018979,4118356,17.4,2026-05-26,0.02748,0.03421,5.43,False,False,False,,,,,,DHT Holdings Inc,Common Stock,2802124288.0,2026-08-05,70.0
FLS,49.3,81.35,29.19,54.34,66.36,55.99,1.185,4.165,81.35,1.1,INSUFFICIENT,2835406,2064323,73.35,2026-05-26,0.09483,0.04076,6.5,False,False,False,,,,,,Flowserve Corporation,Common Stock,9374645248.0,2026-07-28,62.0
MDB,72.78,81.48,46.89,79.03,58.9,74.77,0.788,6.208,87.3,1.09,INSUFFICIENT,1674647,1855143,307.35,2026-05-26,0.10461,0.0484,8.0,False,False,False,,,,,,MongoDB,Common Stock,24922781696.0,2026-05-28,1.0
WELL,23.36,81.48,17.16,26.44,21.13,23.45,0.901,2.223,31.75,1.13,INSUFFICIENT,3070760,3173209,218.13,2026-05-26,0.02129,0.02325,7.12,False,False,False,,,,,,Welltower Inc,Common Stock,152597528576.0,,
VRT,66.92,81.61,41.82,100.65,66.22,61.04,1.085,6.28,90.87,1.5,INSUFFICIENT,5862314,7132333,323.91,2026-05-26,0.06979,0.05093,14.57,False,False,False,,,,,,Vertiv Holdings Co,Common Stock,125780262912.0,2026-07-29,63.0
UNP,24.57,81.61,15.64,29.1,19.46,24.76,0.786,1.963,21.43,1.18,INSUFFICIENT,3017126,3274664,271.1,2026-05-26,0.02925,0.01893,2.74,False,False,False,,,,,,Union Pacific Corporation,Common Stock,160955662336.0,2026-07-23,57.0
JEF,46.88,81.75,28.64,59.06,25.65,44.07,0.582,2.944,0.0,1.26,INSUFFICIENT,2104832,2757134,51.95,2026-05-26,0.05006,0.0287,4.28,False,False,False,,,,,,Jefferies Financial Group Inc,Common Stock,10582437888.0,2026-06-24,28.0
NRG,50.9,82.01,36.93,73.41,56.35,53.54,1.052,4.301,61.11,1.44,INSUFFICIENT,2884753,2713384,140.43,2026-05-26,0.09009,0.03742,5.16,False,False,False,,,,,,NRG Energy Inc.,Common Stock,29628827648.0,2026-08-06,71.0
LVS,38.81,82.01,30.02,47.58,21.92,30.38,0.722,2.688,11.9,1.23,INSUFFICIENT,4855361,4905386,49.75,2026-05-26,0.04667,0.02599,3.82,False,False,False,,,,,,Las Vegas Sands Corp,Common Stock,32966205440.0,2026-07-22,56.0
CRDO,100.32,82.01,62.7,120.09,105.31,104.37,1.009,8.485,68.25,1.2,INSUFFICIENT,7216837,7158735,221.64,2026-05-26,0.08977,0.08697,3.25,False,False,False,,,,,,Credo Technology Group Holding Ltd,Common Stock,41397944320.0,2026-06-01,5.0
WM,20.37,82.01,15.43,21.44,19.23,20.12,0.955,1.898,34.52,1.05,INSUFFICIENT,2092160,2203926,215.48,2026-05-26,0.02301,0.01881,2.37,False,False,False,,,,,,Waste Management Inc,Common Stock,86531538944.0,2026-07-27,61.0
CRH,34.18,82.01,24.37,43.36,37.95,36.57,1.038,3.36,88.1,1.27,INSUFFICIENT,4762170,5081774,102.11,2026-05-26,0.05507,0.02989,30.0,False,False,False,,,,,,CRH PLC ADR,Common Stock,67067256832.0,2026-07-30,64.0
EOG,30.31,82.14,20.14,38.65,33.47,30.81,1.086,2.982,23.02,1.28,INSUFFICIENT,3660089,4872579,136.2,2026-05-26,0.03242,0.02461,3.89,False,False,False,,,,,,EOG Resources Inc,Common Stock,72544002048.0,2026-08-06,71.0
BE,108.44,82.14,70.26,117.48,118.45,112.95,1.049,8.855,55.56,1.08,INSUFFICIENT,10867662,10865558,302.4,2026-05-26,0.12622,0.08676,3.35,False,False,False,,,,,,Bloom Energy Corp,Common Stock,86041427968.0,2026-07-30,64.0
LLY,41.23,82.28,29.1,53.44,42.65,36.75,1.161,2.692,26.59,1.3,INSUFFICIENT,3301289,3205281,1064.74,2026-05-26,0.0611,0.02828,3.3,False,False,False,,,,,,Eli Lilly and Company,Common Stock,949472722944.0,2026-08-05,70.0
TALO,57.26,82.28,42.19,68.94,50.63,53.03,0.955,4.72,81.75,1.2,INSUFFICIENT,1809678,2292391,14.8,2026-05-26,0.0495,0.04068,3.95,False,False,False,,,,,,Talos Energy,Common Stock,2677490432.0,2026-08-05,70.0
SWKS,49.17,82.41,25.72,76.25,80.96,52.76,1.535,5.453,68.65,1.55,INSUFFICIENT,4577483,3969293,83.42,2026-05-26,0.09981,0.05386,3.68,False,False,False,,,,,,Skyworks Solutions Inc,Common Stock,12546865152.0,2026-08-04,69.0
EQH,39.37,82.41,24.58,47.76,35.84,37.96,0.944,3.424,65.08,1.21,INSUFFICIENT,3759897,3822197,42.25,2026-05-26,0.02224,0.03232,4.19,False,False,False,,,,,,Axa Equitable Holdings Inc,Common Stock,11987096576.0,2026-08-04,69.0
ETN,37.47,82.41,25.37,51.18,46.94,39.72,1.182,3.783,84.52,1.37,INSUFFICIENT,2753819,2789935,403.13,2026-05-26,0.03599,0.03542,3.12,False,False,False,,,,,,Eaton Corporation PLC,Common Stock,156535373824.0,2026-08-04,69.0
APP,89.66,82.54,53.69,109.08,62.09,66.12,0.939,6.752,77.38,1.22,INSUFFICIENT,4500345,5637847,514.24,2026-05-26,0.04005,0.05987,15.63,False,False,False,,,,,,Applovin Corp,Common Stock,161815347200.0,2026-08-05,70.0
GSK,28.25,82.67,24.97,32.13,27.31,25.25,1.082,1.882,0.79,1.14,INSUFFICIENT,3912629,5013463,51.5,2026-05-26,0.05379,0.01673,3.38,False,False,False,,,,,,GlaxoSmithKline PLC ADR,Common Stock,103103414272.0,2026-07-28,62.0
DVN,35.73,82.67,28.49,56.9,47.78,38.15,1.252,3.981,86.9,1.59,INSUFFICIENT,14239999,14411543,45.14,2026-05-26,0.04497,0.03051,5.98,False,False,False,,,,,,Devon Energy Corporation,Common Stock,52045967360.0,2026-08-04,69.0
COHR,79.35,82.67,55.75,93.46,77.7,84.93,0.915,7.526,76.19,1.18,INSUFFICIENT,6126108,6982260,381.35,2026-05-26,0.08117,0.07086,11.11,False,False,False,,,,,,Coherent Inc,Common Stock,74794868736.0,2026-08-12,77.0
XRAY,51.29,82.8,36.02,55.83,35.85,42.35,0.846,4.74,61.9,1.09,INSUFFICIENT,4971289,4746688,9.99,2026-05-26,0.08153,0.04384,3.56,False,False,False,,,,,,Dentsply Sirona Inc,Common Stock,2001263616.0,2026-08-06,71.0
LSCC,62.21,82.8,42.35,76.51,62.38,64.31,0.97,4.805,65.48,1.23,INSUFFICIENT,2495794,2110884,150.35,2026-05-26,0.07654,0.04973,7.53,False,False,False,,,,,,Lattice Semiconductor Corporation,Common Stock,20599132160.0,2026-08-03,68.0
OLN,59.99,82.8,51.55,70.11,46.3,54.42,0.851,4.991,14.29,1.17,INSUFFICIENT,2071649,2875239,26.13,2026-05-26,0.03284,0.04259,3.54,False,False,False,,,,,,Olin Corporation,Common Stock,2976148480.0,2026-07-30,64.0
FNF,28.7,82.8,21.27,33.71,24.98,28.73,0.869,3.185,26.59,1.17,INSUFFICIENT,1656873,1848751,48.44,2026-05-26,0.03334,0.02548,6.49,False,False,False,,,,,,Fidelity National Financial Inc,Common Stock,13037990912.0,2026-08-05,70.0
MDLZ,23.38,83.07,18.02,25.58,19.73,23.04,0.856,1.837,0.0,1.09,INSUFFICIENT,7504585,9626457,61.24,2026-05-26,0.03521,0.01945,3.25,False,False,False,,,,,,Mondelez International Inc,Common Stock,78610718720.0,2026-07-28,62.0
CG,41.19,83.07,29.82,59.63,35.75,35.06,1.02,3.996,30.16,1.45,INSUFFICIENT,3384024,3367282,45.65,2026-05-26,0.04427,0.03758,3.74,False,False,False,,,,,,Carlyle Group Inc,Common Stock,16353638400.0,2026-08-05,70.0
SONY,31.05,83.07,24.47,34.73,37.83,32.06,1.18,3.299,99.6,1.12,INSUFFICIENT,7381021,6638285,22.16,2026-05-26,0.05049,0.01992,3.29,False,False,False,,,,,,Sony Group Corp,Common Stock,130804473856.0,2026-07-31,65.0
DKNG,53.06,83.07,33.71,58.57,38.84,43.53,0.892,5.484,86.51,1.1,INSUFFICIENT,11599557,14597380,23.81,2026-05-26,0.04366,0.04473,5.2,False,False,False,,,,,,DraftKings Inc,Common Stock,12462756864.0,2026-08-05,70.0
SNPS,43.94,83.2,33.47,88.85,24.18,38.96,0.621,2.802,19.05,2.02,LOW,1648540,2004401,534.56,2026-05-26,0.05598,0.02793,11.04,False,False,False,,,,,,Synopsys Inc,Common Stock,102401400832.0,2026-05-27,0.0
CVX,25.03,83.2,17.21,33.15,30.23,27.72,1.091,2.668,17.86,1.32,INSUFFICIENT,10103171,11887300,184.71,2026-05-26,0.02288,0.0214,3.9,False,False,False,,,,,,Chevron Corp,Common Stock,367868018688.0,2026-07-31,65.0
COMP,77.44,83.2,42.54,78.01,105.22,81.85,1.285,7.591,97.62,1.01,INSUFFICIENT,12957001,16335777,8.3,2026-05-26,0.06698,0.05742,8.09,False,False,False,,,,,,Compass Inc,Common Stock,6276085248.0,2026-07-29,63.0
IBKR,40.84,83.33,31.0,61.44,34.18,37.62,0.909,3.367,44.84,1.5,INSUFFICIENT,4763341,4978758,82.89,2026-05-26,0.04244,0.0285,2.45,False,False,False,,,,,,Interactive Brokers Group Inc,Common Stock,140917833728.0,2026-07-14,48.0
MTG,26.72,83.47,17.94,30.93,36.98,25.97,1.424,2.025,5.95,1.16,INSUFFICIENT,2002316,2106713,26.02,2026-05-26,0.03891,0.02269,5.96,False,False,False,,,,,,MGIC Investment Corp,Common Stock,5502977024.0,2026-07-29,63.0
LIN,19.53,83.47,12.85,24.67,20.22,19.03,1.063,1.79,38.49,1.26,INSUFFICIENT,1944694,2441802,514.97,2026-05-26,0.01454,0.01913,2.77,False,False,False,,,,,,Linde plc Ordinary Shares,Common Stock,239301722112.0,2026-07-31,65.0
EXC,21.83,83.6,14.58,23.38,22.56,19.72,1.144,1.974,17.46,1.07,INSUFFICIENT,8477693,8765017,46.03,2026-05-26,0.02878,0.0194,3.34,False,False,False,,,,,,Exelon Corporation,Common Stock,47384768512.0,2026-07-30,64.0
ON,57.24,83.6,42.54,76.48,71.46,63.22,1.13,5.445,92.86,1.34,INSUFFICIENT,13018086,9925604,127.0,2026-05-26,0.13074,0.05015,5.38,False,False,False,,,,,,ON Semiconductor Corporation,Common Stock,48683991040.0,2026-08-03,68.0
CE,62.17,83.6,50.64,84.85,53.2,63.72,0.835,5.453,75.4,1.36,INSUFFICIENT,2150749,2471684,52.37,2026-05-26,0.08834,0.0435,3.23,False,False,False,,,,,,Celanese Corporation,Common Stock,5743026688.0,2026-08-10,75.0
BN,33.95,83.6,22.62,44.8,36.15,32.73,1.104,2.901,36.9,1.32,INSUFFICIENT,5416723,5914483,46.02,2026-05-26,0.0199,0.02688,2.82,False,False,False,,,,,,Brookfield Corp,Common Stock,102790070272.0,2026-08-06,71.0
APG,32.1,83.6,20.48,38.93,35.31,36.57,0.966,2.918,57.94,1.21,INSUFFICIENT,2888621,2794244,42.31,2026-05-26,0.05704,0.03002,3.62,False,False,False,,,,,,Api Group Corp,Common Stock,18035281920.0,2026-07-30,64.0
SWK,40.69,83.6,32.78,60.13,39.2,42.11,0.931,3.427,12.3,1.48,INSUFFICIENT,2219851,1996662,78.93,2026-05-26,0.04298,0.03406,3.44,False,False,False,,,,,,Stanley Black & Decker Inc,Common Stock,12270107648.0,2026-07-28,62.0
C,34.35,83.73,21.23,43.26,23.72,28.89,0.821,2.598,6.35,1.26,INSUFFICIENT,10858220,13524441,126.86,2026-05-26,0.0216,0.02411,3.04,False,False,False,,,,,,Citigroup Inc.,Common Stock,216369496064.0,2026-07-14,48.0
TMUS,28.43,83.86,20.21,35.49,29.57,27.08,1.092,2.305,21.03,1.25,INSUFFICIENT,5754376,6132281,191.11,2026-05-26,0.01959,0.02271,3.42,False,False,False,,,,,,T-Mobile US Inc,Common Stock,206820130816.0,2026-07-22,56.0
CP,25.83,83.86,17.57,32.6,29.67,25.2,1.177,2.21,51.59,1.26,INSUFFICIENT,2855325,2870553,89.12,2026-05-26,0.02608,0.02204,2.77,False,False,False,,,,,,Canadian Pacific Kansas City Limited,Common Stock,79115067392.0,2026-07-29,63.0
XOP,32.54,83.86,23.16,45.26,37.45,34.3,1.092,3.233,81.75,1.39,INSUFFICIENT,3878941,4907453,166.1,2026-05-26,0.03301,0.02541,3.02,False,False,False,,,,,,SPDR® S&P Oil & Gas Exploration & Production ETF,ETF,6863174656.0,,
STZ,33.23,83.86,24.56,34.46,34.71,30.87,1.124,3.017,30.56,1.04,INSUFFICIENT,1842190,2118530,147.64,2026-05-26,0.04351,0.02974,3.51,False,False,False,,,,,,Constellation Brands Inc Class A,Common Stock,25427251200.0,2026-07-01,35.0
DOCS,70.43,83.99,38.91,74.65,109.14,71.74,1.521,7.976,92.06,1.06,INSUFFICIENT,4744151,3935851,19.52,2026-05-26,0.11111,0.05105,10.46,False,False,False,,,,,,Doximity Inc,Common Stock,3646468608.0,2026-08-06,71.0
TWLO,60.6,83.99,43.12,66.9,83.85,60.77,1.38,4.415,64.29,1.1,INSUFFICIENT,2839240,2577909,189.65,2026-05-26,0.1572,0.04337,4.69,False,False,False,,,,,,Twilio Inc,Common Stock,28213241856.0,2026-08-06,71.0
NVO,58.59,84.13,36.68,64.73,30.92,32.77,0.943,2.737,0.79,1.1,INSUFFICIENT,16726534,21104598,44.19,2026-05-26,0.06105,0.0232,6.14,False,False,False,,,,,,Novo Nordisk A/S,Common Stock,199254425600.0,2026-08-05,70.0
INTR,60.41,84.13,41.37,60.41,83.43,62.06,1.344,6.534,96.43,1.0,INSUFFICIENT,5972456,4316345,6.34,2026-05-26,0.13232,0.05409,7.82,False,False,False,,,,,,Inter & Co. Inc. Class A Common Shares,Common Stock,2719568384.0,2026-08-05,70.0
NTNX,54.32,84.13,30.49,55.26,47.3,50.57,0.935,4.23,71.83,1.02,INSUFFICIENT,3422923,4464100,46.55,2026-05-26,0.06899,0.03641,10.38,False,False,False,,,,,,Nutanix Inc,Common Stock,12527416320.0,2026-05-27,0.0
UUUU,95.63,84.13,69.73,108.98,87.1,83.69,1.041,8.948,63.89,1.14,INSUFFICIENT,10637742,12138732,18.4,2026-05-26,0.09106,0.07451,5.02,False,False,False,,,,,,Energy Fuels Inc,Common Stock,4597552640.0,2026-08-06,71.0
VTRS,36.14,84.13,27.23,46.81,42.09,36.17,1.164,3.764,41.27,1.3,INSUFFICIENT,12367790,10846636,16.26,2026-05-26,0.07251,0.03201,4.94,False,False,False,,,,,,Viatris Inc,Common Stock,19389802496.0,2026-08-06,71.0
MFC,24.68,84.13,15.69,37.69,30.31,24.17,1.254,2.255,31.35,1.53,INSUFFICIENT,2130178,2345108,38.58,2026-05-26,0.01838,0.01744,7.06,False,False,False,,,,,,Manulife Financial Corp,Common Stock,64385798144.0,2026-08-05,70.0
CL,23.17,84.26,16.83,26.15,19.5,22.7,0.859,2.008,0.0,1.13,INSUFFICIENT,5356695,6278319,89.85,2026-05-26,0.0307,0.02009,2.99,False,False,False,,,,,,Colgate-Palmolive Company,Common Stock,71897006080.0,2026-07-31,65.0
TECK,52.09,84.39,37.79,55.84,55.02,50.45,1.09,4.231,67.46,1.07,INSUFFICIENT,3190550,4063071,65.21,2026-05-26,0.04979,0.02935,10.65,False,False,False,,,,,,Teck Resources Ltd Class B,Common Stock,31710859264.0,2026-07-23,57.0
KKR,44.65,84.39,29.04,63.37,31.69,36.08,0.878,3.221,44.44,1.42,INSUFFICIENT,4808787,6889871,94.99,2026-05-26,0.03485,0.03299,4.44,False,False,False,,,,,,KKR & Co. Inc.,Common Stock,87686799360.0,2026-07-30,64.0
DNN,64.59,84.39,51.24,68.32,56.6,59.51,0.951,5.629,41.67,1.06,INSUFFICIENT,22836930,38542279,3.35,2026-05-26,0.07319,0.05105,3.51,False,False,False,,,,,,Denison Mines Corp,Common Stock,3031806720.0,2026-08-06,71.0
NVT,45.58,84.39,31.72,58.86,53.81,50.92,1.057,4.089,71.43,1.29,INSUFFICIENT,2232353,2328950,169.29,2026-05-26,0.10139,0.03857,2.5,False,False,False,,,,,,nVent Electric PLC,Common Stock,26628888576.0,2026-07-31,65.0
LYV,35.6,84.39,22.17,39.26,31.13,36.33,0.857,3.272,76.98,1.1,INSUFFICIENT,2788452,2962505,166.52,2026-05-26,0.03405,0.02863,3.5,False,False,False,,,,,,Live Nation Entertainment Inc,Common Stock,38751338496.0,2026-08-06,71.0
TAK,21.15,84.52,17.09,24.84,16.23,21.75,0.746,1.854,7.94,1.17,INSUFFICIENT,3036838,3079359,15.87,2026-05-26,0.03046,0.01326,3.42,False,False,False,,,,,,Takeda Pharmaceutical Co Ltd ADR,Common Stock,51344695296.0,2026-07-30,64.0
RVMD,77.16,84.52,40.1,89.19,53.84,84.03,0.641,3.536,27.38,1.16,INSUFFICIENT,3434664,2894315,154.89,2026-05-26,0.03827,0.03917,9.45,False,False,False,,,,,,Revolution Medicines Inc,Common Stock,32221120512.0,2026-08-05,70.0
LKQ,35.6,84.66,26.86,48.25,56.64,38.14,1.485,4.076,32.94,1.36,INSUFFICIENT,3306690,2826430,27.25,2026-05-26,0.07964,0.04285,23.86,False,False,False,,,,,,LKQ Corporation,Common Stock,6943050240.0,2026-07-23,57.0
TPG,44.21,84.66,28.75,55.38,30.13,37.49,0.804,3.59,0.0,1.25,INSUFFICIENT,2576313,3492905,41.67,2026-05-26,0.03035,0.03937,5.54,False,False,False,,,,,,TPG Inc,Common Stock,16139196416.0,2026-08-06,71.0
ARCC,22.84,84.66,11.57,30.84,17.37,20.7,0.839,1.611,0.0,1.35,INSUFFICIENT,5653173,7189340,18.82,2026-05-26,0.01173,0.01765,2.86,False,False,False,,,,,,Ares Capital Corporation,Common Stock,13513189376.0,2026-07-28,62.0
CRWD,54.08,84.66,31.94,58.87,37.57,47.71,0.787,4.212,76.19,1.09,INSUFFICIENT,2992552,3776071,671.55,2026-05-26,0.16589,0.04129,5.66,False,False,False,,,,,,Crowdstrike Holdings Inc,Common Stock,168874803200.0,2026-06-03,7.0
DB,38.92,84.66,26.53,47.14,38.71,40.42,0.958,2.668,71.83,1.21,INSUFFICIENT,3037787,3365448,33.49,2026-05-26,0.03017,0.01966,2.66,False,False,False,,,,,,Deutsche Bank AG,Common Stock,64071852032.0,2026-07-29,63.0
BP,31.77,84.79,19.7,37.68,30.06,31.23,0.963,2.557,3.97,1.19,INSUFFICIENT,9200913,12516914,42.65,2026-05-26,0.02634,0.01827,5.49,False,False,False,,,,,,BP PLC ADR,Common Stock,109823639552.0,2026-08-04,69.0
BAM,33.13,84.92,25.52,41.82,32.75,27.76,1.18,2.903,20.63,1.26,INSUFFICIENT,3224276,3723266,49.19,2026-05-26,0.0179,0.02765,2.18,False,False,False,,,,,,Brookfield Asset Management Ltd.,Common Stock,78545920000.0,2026-08-05,70.0
IFF,43.73,84.92,24.33,43.76,68.83,48.85,1.409,4.668,99.6,1.0,INSUFFICIENT,1759655,1795555,75.87,2026-05-26,0.04752,0.03308,3.77,False,False,False,,,,,,International Flavors & Fragrances Inc,Common Stock,19369875456.0,2026-08-04,69.0
CNQ,33.32,84.92,22.76,39.13,32.94,35.59,0.926,2.754,7.14,1.17,INSUFFICIENT,9564038,10508625,46.83,2026-05-26,0.03751,0.02252,4.25,False,False,False,,,,,,Canadian Natural Resources Ltd,Common Stock,97673797632.0,2026-08-06,71.0
BKR,34.19,84.92,26.65,47.24,27.64,35.62,0.776,2.775,18.25,1.38,INSUFFICIENT,8320322,9483734,66.73,2026-05-26,0.04744,0.02562,2.69,False,False,False,,,,,,Baker Hughes Co,Common Stock,65536053248.0,2026-07-21,55.0
CC,73.82,84.92,51.97,78.28,84.56,68.78,1.229,7.247,88.1,1.06,INSUFFICIENT,2906898,3356999,22.1,2026-05-26,0.07805,0.05365,4.02,False,False,False,,,,,,Chemours Co,Common Stock,3251166208.0,2026-08-04,69.0
DNOW,49.85,84.92,33.76,55.37,25.19,30.31,0.831,3.352,54.37,1.11,INSUFFICIENT,3281623,3310700,13.17,2026-05-26,0.04243,0.03113,7.71,False,False,False,,,,,,Now Inc,Common Stock,2385875968.0,2026-08-05,70.0
IVZ,37.97,84.92,25.95,52.28,28.26,34.83,0.811,2.862,1.19,1.38,INSUFFICIENT,5479975,5698859,27.69,2026-05-26,0.04624,0.02906,4.89,False,False,False,,,,,,Invesco Plc,Common Stock,12274884608.0,2026-07-21,55.0
BAX,50.44,84.92,38.67,58.91,45.69,41.89,1.091,3.52,61.9,1.17,INSUFFICIENT,7482095,8970410,19.38,2026-05-26,0.04058,0.04175,4.95,False,False,False,,,,,,Baxter International Inc,Common Stock,10009168896.0,2026-07-30,64.0
BILL,77.1,85.05,38.02,92.12,54.64,49.44,1.105,6.535,93.25,1.19,INSUFFICIENT,2265331,2641365,34.9,2026-05-26,0.04254,0.05143,10.06,False,False,False,,,,,,Bill Com Holdings Inc,Common Stock,3599425792.0,,
LION,57.23,85.05,37.62,67.53,56.92,57.73,0.986,4.182,32.14,1.18,INSUFFICIENT,4524707,3113945,14.73,2026-05-26,0.07303,0.03975,4.72,False,False,False,,,,,,Lionsgate Studios Holding Corp. (to be renamed Lionsgate Studios Corp.),Common Stock,4203540224.0,,
TW,31.16,85.05,23.02,36.8,33.94,27.94,1.215,3.148,85.71,1.18,INSUFFICIENT,1534832,1515753,102.28,2026-05-26,0.0409,0.03213,2.43,False,False,False,,,,,,Tradeweb Markets Inc,Common Stock,22511732736.0,2026-07-30,64.0
BCS,36.9,85.05,21.5,44.7,36.95,38.36,0.963,2.942,67.06,1.21,INSUFFICIENT,6335671,7512132,24.53,2026-05-26,0.02306,0.02122,2.38,False,False,False,,,,,,Barclays PLC ADR,Common Stock,80837140480.0,2026-07-28,62.0
MUR,51.71,85.19,41.62,66.98,47.5,49.36,0.962,4.556,18.65,1.3,INSUFFICIENT,1716858,2409101,36.48,2026-05-26,0.03967,0.03803,3.08,False,False,False,,,,,,Murphy Oil Corporation,Common Stock,5229392384.0,2026-08-05,70.0
FTV,31.39,85.19,18.52,35.18,19.44,22.97,0.846,2.191,31.35,1.12,INSUFFICIENT,3031174,3551284,60.32,2026-05-26,0.01657,0.02578,4.49,False,False,False,,,,,,Fortive Corp,Common Stock,18102648832.0,2026-07-29,63.0
ING,33.08,85.19,19.22,35.42,34.81,33.74,1.032,2.205,0.79,1.07,INSUFFICIENT,2407036,2949788,31.32,2026-05-26,0.03416,0.0156,4.37,False,False,False,,,,,,ING Group NV ADR,Common Stock,87465738240.0,2026-07-30,64.0
XLP,14.37,85.32,10.27,18.13,13.25,14.58,0.908,1.443,19.44,1.26,INSUFFICIENT,11357716,17656906,83.63,2026-05-26,0.01584,0.0134,2.68,False,False,False,,,,,,Consumer Staples Select Sector SPDR® Fund,ETF,15540118528.0,,
